;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SAME;SAME;DELETE;SAME;SAME;SAME;SAME;SAME;NEW;RENAME;DELETE;NEW;RENAME;NEW;SAME;NEW;RENAME;NEW;Rename;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE
;FRIX00001670;06-05-25;;FRIX00001670;FR;SMEG1;Euronext M Engie 28022023 GR 1.40;XPAR;;;23.574;;23.613;;23.61346283;;;;;;;FRIX00001662;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001662;06-05-25;;FRIX00001662;FR;SMEP1;Euronext M Engie 28022023 PR 1.40;XPAR;;100;18.115;;18.145;;18.145;;1814.5;;1;EUR;1;;FRIX00001670;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001563;06-05-25;;FRIX00001563;FR;SGBD3;EN G BNP 010622 D 3 85;XPAR;;;71.166;;71.135;;71.13451472;;;;;;;FRIX00001555;;;;;;ECB;TR4 Dividend Return;Indices;Points;3.85;1;365;0;
;FRIX00001555;06-05-25;;FRIX00001555;FR;SGBG3;EN G BNP 010622 GR 3 85;XPAR;;;87.046;;87.046;;87.04597115;;;;;;;FRIX00001548;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001548;06-05-25;;FRIX00001548;FR;SGBP3;EN G BNP 010622 PR 3 85;XPAR;;100;76.36;;76.36;;76.36;;7636;;1;EUR;1;;FRIX00001555;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001530;06-05-25;;FRIX00001530;FR;SGGD1;EN G Societe Generale 010622 D 1 65;XPAR;;;42.007;;41.985;;41.98457583;;;;;;;FRIX00001522;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.65;1;365;0;
;FRIX00001522;06-05-25;;FRIX00001522;FR;SGGG1;EN G Societe Generale 010622 GR 1 65;XPAR;;;51.667;;51.656;;51.65606774;;;;;;;FRIX00001514;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001514;06-05-25;;FRIX00001514;FR;SGGP1;EN G Societe Generale 010622 PR 1 65;XPAR;;100;46.46;;46.45;;46.45;;4645;;1;EUR;1;;FRIX00001522;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001415;06-05-25;;FRIX00001415;FR;SSS2D;Euronext S Stellantis 030323 GR Decrement 1.34;XPAR;;;8.848;;8.835;;8.83462821;;;;;;;FRIX00001407;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.34;1;365;0;
;FRIX00001407;06-05-25;;FRIX00001407;FR;SSS2G;Euronext S Stellantis 030323 GR 1.34;XPAR;;;10.603;;10.6;;10.60012593;;;;;;;FRIX00001399;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001399;06-05-25;;FRIX00001399;FR;SSS2P;Euronext S Stellantis 030323 PR 1.34;XPAR;;100;8.38;;8.378;;8.378;;837.8;;1;EUR;1;;FRIX00001407;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001357;06-05-25;;FRIX00001357;FR;SGED1;Euronext G Engie 020522 Decrement 1.0;XPAR;;;19.062;;19.086;;19.08557803;;;;;;;FRIX00001340;;;;;;ECB;TR4 Dividend Return;Indices;Points;1;1;365;0;
;FRIX00001340;06-05-25;;FRIX00001340;FR;SGEG1;Euronext G Engie 020522 GR 1.0;XPAR;;;23.574;;23.613;;23.61346283;;;;;;;FRIX00001332;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001332;06-05-25;;FRIX00001332;FR;SGEP1;Euronext G Engie 020522 PR 1.0;XPAR;;100;18.115;;18.145;;18.145;;1814.5;;1;EUR;1;;FRIX00001340;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001324;06-05-25;;FRIX00001324;FR;SGEID;Euronext G Eni SPA 010622 Decrement 0.91;XPAR;;;12.529;;12.44;;12.44002158;;;;;;;FRIX00001316;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.91;1;365;0;
;FRIX00001316;06-05-25;;FRIX00001316;FR;SGEIG;Euronext G Eni SPA 010622 GR 0.91;XPAR;;;15.249;;15.15;;15.1503612;;;;;;;FRIX00001308;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001308;06-05-25;;FRIX00001308;FR;SGEIP;Euronext G Eni SPA 010622 PR 0.91;XPAR;;100;12.656;;12.574;;12.574;;1257.4;;1;EUR;1;;FRIX00001316;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001266;06-05-25;;FRIX00001266;FR;SGURD;Euronext G Unibail Rodamco Westfield 270223 Decrem;XPAR;;;67.745;;68.139;;68.1389287;;;;;;;FRIX00001258;;;;;;ECB;TR4 Dividend Return;Indices;Points;4;1;365;0;
;FRIX00001258;06-05-25;;FRIX00001258;FR;SGURG;Euronext G Unibail Rodamco Westfield 270223 GR 4;XPAR;;;78.628;;79.123;;79.12328322;;;;;;;FRIX00001241;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001241;06-05-25;;FRIX00001241;FR;SGURP;Euronext G Unibail Rodamco Westfield 270223 PR 4;XPAR;;100;76.2;;76.68;;76.68;;7668;;1;EUR;1;;FRIX00001258;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001209;06-05-25;;FRIX00001209;FR;SBCAD;EN B Credit Agricole 170223 GR D 0 9;XPAR;;;16.676;;16.724;;16.72389169;;;;;;;FRIX00001191;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.9;1;360;0;
;FRIX00001191;06-05-25;;FRIX00001191;FR;SBCAG;EN B Credit Agricole 170223 GR 0 9;XPAR;;;19.411;;19.475;;19.47526303;;;;;;;FRIX00001183;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001183;06-05-25;;FRIX00001183;FR;SBCAP;EN B Credit Agricole 170223 PR 0 9;XPAR;;100;16.505;;16.56;;16.56;;1656;;1;EUR;1;;FRIX00001191;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001175;06-05-25;;FRIX00001175;FR;SBSTD;EN B Stellantis 140223 Decrement 1 04;XPAR;;;9.195;;9.184;;9.18441559;;;;;;;FRIX00001167;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.04;1;360;0;
;FRIX00001167;06-05-25;;FRIX00001167;FR;SBSTG;EN B Stellantis 140223 GR 1 04;XPAR;;;10.603;;10.6;;10.60012593;;;;;;;FRIX00001159;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001159;06-05-25;;FRIX00001159;FR;SBSTP;EN B Stellantis 140223 PR 1 04;XPAR;;100;8.38;;8.378;;8.378;;837.8;;1;EUR;1;;FRIX00001167;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001142;06-05-25;;FRIX00001142;FR;SGS2D;EN G Stellantis 020522 Decrement 1 20;XPAR;;;8.245;;8.233;;8.23337542;;;;;;;FRIX00001134;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.2;1;365;0;
;FRIX00001134;06-05-25;;FRIX00001134;FR;SGS2G;EN G Stellantis 020522 GR 1 20;XPAR;;;10.595;;10.592;;10.59243024;;;;;;;FRIX00001126;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001126;06-05-25;;FRIX00001126;FR;SGS2P;EN G Stellantis 020522 PR 1 20;XPAR;;100;8.375;;8.373;;8.373;;837.3;;1;EUR;1;;FRIX00001134;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001118;06-05-25;;FRIX00001118;FR;SGLID;Euronext G Klepierre 010622 Decrement 1.7;XPAR;;;31.748;;32.025;;32.02512127;;;;;;;FRIX00001100;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.7;1;365;0;
;FRIX00001100;06-05-25;;FRIX00001100;FR;SGLIG;Euronext G Klepierre 010622 GR 1.7;XPAR;;;39.331;;39.692;;39.69223754;;;;;;;FRIX00001092;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001092;06-05-25;;FRIX00001092;FR;SGLIP;Euronext G Klepierre 010622 PR 1.7;XPAR;;100;32.68;;32.98;;32.98;;3298;;1;EUR;1;;FRIX00001100;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001084;06-05-25;;FRIX00001084;FR;SGSTD;Euronext G Stellantis 020522 Decrement 1.04;XPAR;;;8.559;;8.548;;8.54791618;;;;;;;FRIX00001076;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.04;1;365;0;
;FRIX00001076;06-05-25;;FRIX00001076;FR;SGSTG;Euronext G Stellantis 020522 GR 1.04;XPAR;;;10.595;;10.592;;10.59243024;;;;;;;FRIX00001068;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001068;06-05-25;;FRIX00001068;FR;SGSTP;Euronext G Stellantis 020522 PR 1.04;XPAR;;100;8.375;;8.373;;8.373;;837.3;;1;EUR;1;;FRIX00001076;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001050;06-05-25;;FRIX00001050;FR;SGB3D;Euronext G BNP 010622 GR Decrement 3 5;XPAR;;;72.61;;72.581;;72.58118366;;;;;;;FRIX00001043;;;;;;ECB;TR4 Dividend Return;Indices;Points;3.5;1;365;0;
;FRIX00001043;06-05-25;;FRIX00001043;FR;SGB3G;Euronext G BNP 010622 GR 3 5;XPAR;;;87.046;;87.046;;87.04597115;;;;;;;FRIX00001035;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001035;06-05-25;;FRIX00001035;FR;SGB3P;Euronext G BNP 010622 PR 3 5;XPAR;;100;76.36;;76.36;;76.36;;7636;;1;EUR;1;;FRIX00001043;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00001027;06-05-25;;FRIX00001027;FR;SGC1D;EN G Credit Agricole 010622 GR D 0 8;XPAR;;;15.829;;15.876;;15.87551096;;;;;;;FRIX00001019;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.8;1;365;0;
;FRIX00001019;06-05-25;;FRIX00001019;FR;SGC1G;EN G Credit Agricole 010622 GR 0 8;XPAR;;;19.411;;19.475;;19.47526303;;;;;;;FRIX00001001;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00001001;06-05-25;;FRIX00001001;FR;SGC1P;EN G Credit Agricole 010622 PR 0 8;XPAR;;100;16.505;;16.56;;16.56;;1656;;1;EUR;1;;FRIX00001019;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000995;06-05-25;;FRIX00000995;FR;SSBND;Euronext S BNP 070322 GR Decrement 3.47;XPAR;;;77.384;;77.356;;77.35555627;;;;;;;FRIX00000987;;;;;;ECB;TR4 Dividend Return;Indices;Points;3.47;1;365;0;
;FRIX00000987;06-05-25;;FRIX00000987;FR;SSBNG;Euronext S BNP 070322 GR 3.47;XPAR;;;93.175;;93.175;;93.17526337;;;;;;;FRIX00000979;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000979;06-05-25;;FRIX00000979;FR;SSBNP;Euronext S BNP 070322 PR 3.47;XPAR;;100;76.36;;76.36;;76.36;;7636;;1;EUR;1;;FRIX00000987;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000961;06-05-25;;FRIX00000961;FR;NCACI;CAC 40 NR Inflation Adjusted;XPAR;;67.2577;201.81;;201.41;;201.4116794;;13546.48631;;1;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000953;06-05-25;;FRIX00000953;FR;CACIN;CAC 40 Inflation Adjusted;XPAR;;47.5492;122.05;;121.38;;121.3816174;;5771.598802;;1;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000946;06-05-25;;FRIX00000946;FR;SSIND;Euronext S ING 070322 GR Decrement 0.66;XPAR;;;20.711;;20.57;;20.56984357;;;;;;;FRIX00000938;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.66;1;365;0;
;FRIX00000938;06-05-25;;FRIX00000938;FR;SSING;Euronext S ING 070322 GR 0.66;XPAR;;;24.233;;24.074;;24.07352729;;;;;;;FRIX00000920;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000920;06-05-25;;FRIX00000920;FR;SSINP;Euronext S ING 070322 PR 0.66;XPAR;;95.6697536;19.097;;18.972;;18.97151327;;1815;;1;EUR;1;;FRIX00000938;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000912;06-05-25;;FRIX00000912;FR;SSKED;Euronext S Kering 070322 GR Decrement 12;XPAR;;;182.825;;178.194;;178.1935695;;;;;;;FRIX00000904;;;;;;ECB;TR4 Dividend Return;Indices;Points;12;1;365;0;
;FRIX00000904;06-05-25;;FRIX00000904;FR;SSKEG;Euronext S Kering 070322 GR 12;XPAR;;;202.58;;197.557;;197.5573377;;;;;;;FRIX00000896;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000896;06-05-25;;FRIX00000896;FR;SSKEP;Euronext S Kering 070322 PR 12;XPAR;;100;184.72;;176.14;;176.14;;17614;;1;EUR;1;;FRIX00000904;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000888;06-05-25;;FRIX00000888;FR;SSCAD;Euronext S Carrefour 070322 GR Decrement 0.52;XPAR;;;13.86;;13.75;;13.74962785;;;;;;;FRIX00000870;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.52;1;365;0;
;FRIX00000870;06-05-25;;FRIX00000870;FR;SSCAG;Euronext S Carrefour 070322 GR 0.52;XPAR;;;15.336;;15.218;;15.21820626;;;;;;;FRIX00000862;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000862;06-05-25;;FRIX00000862;FR;SSCAP;Euronext S Carrefour 070322 PR 0.52;XPAR;;100;13.665;;13.56;;13.56;;1356;;1;EUR;1;;FRIX00000870;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000821;06-05-25;;FRIX00000821;FR;SSSTD;Euronext S Stellantis 070322 GR Decrement 1.04;XPAR;;;9.255;;9.245;;9.24464292;;;;;;;FRIX00000813;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.04;1;365;0;
;FRIX00000813;06-05-25;;FRIX00000813;FR;SSSTG;Euronext S Stellantis 070322 GR 1.04;XPAR;;;11.419;;11.416;;11.41619336;;;;;;;FRIX00000805;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000805;06-05-25;;FRIX00000805;FR;SSSTP;Euronext S Stellantis 070322 PR 1.04;XPAR;;100;8.375;;8.373;;8.373;;837.3;;1;EUR;1;;FRIX00000813;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000797;06-05-25;;FRIX00000797;FR;SSMTD;Euronext S ArcelorMittal 070322 GR Decrement 0.35;XPAR;;;27.237;;27.064;;27.06362455;;;;;;;FRIX00000789;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.35;1;365;0;
;FRIX00000789;06-05-25;;FRIX00000789;FR;SSMTG;Euronext S ArcelorMittal 070322 GR 0.35;XPAR;;;28.498;;28.32;;28.31958038;;;;;;;FRIX00000771;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000771;06-05-25;;FRIX00000771;FR;SSMTP;Euronext S ArcelorMittal 070322 PR 0.35;XPAR;;100;27.08;;26.91;;26.91;;2691;;1;EUR;1;;FRIX00000789;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000763;06-05-25;;FRIX00000763;FR;SSEND;Euronext S ENI 070322 GR Decrement 0.87;XPAR;;;12.889;;12.798;;12.79816531;;;;;;;FRIX00000755;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.87;1;365;0;
;FRIX00000755;06-05-25;;FRIX00000755;FR;SSENG;Euronext S ENI 070322 GR 0.87;XPAR;;;15.727;;15.625;;15.62539839;;;;;;;FRIX00000748;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000748;06-05-25;;FRIX00000748;FR;SSENI;Euronext S ENI 070322 PR 0.87;XPAR;;100;12.656;;12.574;;12.574;;1257.4;;1;EUR;1;;FRIX00000755;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000730;06-05-25;;FRIX00000730;FR;SSSND;Euronext S Sanofi 070322 GR Decrement 3.33;XPAR;;;98.439;;96.481;;96.48143403;;;;;;;FRIX00000722;;;;;;ECB;TR4 Dividend Return;Indices;Points;3.33;1;365;0;
;FRIX00000722;06-05-25;;FRIX00000722;FR;SSSNG;Euronext S Sanofi 070322 GR 3.33;XPAR;;;109.955;;107.799;;107.7985416;;;;;;;FRIX00000714;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000714;06-05-25;;FRIX00000714;FR;SSSNP;Euronext S Sanofi 070322 PR 3.33;XPAR;;99.44609397;98.465;;96.535;;96.53471159;;9600;;1;EUR;1;;FRIX00000722;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000706;06-05-25;;FRIX00000706;FR;SSSAD;Euronext S Safran 070322 GR Decrement 0.5;XPAR;;;246.854;;246.951;;246.9509724;;;;;;;FRIX00000698;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.5;1;365;0;
;FRIX00000698;06-05-25;;FRIX00000698;FR;SSSAG;Euronext S Safran 070322 GR 0.5;XPAR;;;249.49;;249.592;;249.5924722;;;;;;;FRIX00000680;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000680;06-05-25;;FRIX00000680;FR;SSSAP;Euronext S Safran 070322 PR 0.5;XPAR;;100;243.3;;243.4;;243.4;;24340;;1;EUR;1;;FRIX00000698;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000672;06-05-25;;FRIX00000672;FR;SSSHD;Euronext S Shell 070322 GR Decrement 0.91;XPAR;;;29.89;;29.302;;29.30166978;;;;;;;FRIX00000664;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.91;1;365;0;
;FRIX00000664;06-05-25;;FRIX00000664;FR;SSSHG;Euronext S Shell 070322 GR 0.91;XPAR;;;32.999;;32.358;;32.35778298;;;;;;;FRIX00000656;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000656;06-05-25;;FRIX00000656;FR;SSS1P;Euronext S Shell 070322 PR 0.91;XPAR;;100;29.335;;28.765;;28.765;;2876.5;;1;EUR;1;;FRIX00000664;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000649;06-05-25;;FRIX00000649;FR;SSAXD;Euronext S AXA 070322 GR Decrement 1.54;XPAR;;;43.263;;44.221;;44.22101676;;;;;;;FRIX00000631;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.54;1;365;0;
;FRIX00000631;06-05-25;;FRIX00000631;FR;SSAXG;Euronext S AXA 070322 GR 1.54;XPAR;;;50.895;;52.038;;52.0376229;;;;;;;FRIX00000623;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000623;06-05-25;;FRIX00000623;FR;SSAXP;Euronext S AXA 070322 PR 1.54;XPAR;;100;42.33;;41.13;;41.13;;4113;;1;EUR;1;;FRIX00000631;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000615;06-05-25;;FRIX00000615;FR;SSACD;Euronext S Credit Agricole 070322 GR Decr 1.05;XPAR;;;16.173;;16.218;;16.21793807;;;;;;;FRIX00000607;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.05;1;365;0;
;FRIX00000607;06-05-25;;FRIX00000607;FR;SSACG;Euronext S Credit Agricole 070322 GR 1.05;XPAR;;;21.38;;21.451;;21.45101436;;;;;;;FRIX00000599;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000599;06-05-25;;FRIX00000599;FR;SSACP;Euronext S Credit Agricole 070322 PR 1.05;XPAR;;100;16.505;;16.56;;16.56;;1656;;1;EUR;1;;FRIX00000607;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000581;06-05-25;;FRIX00000581;FR;SGCAD;Euronext G Credit Agricole 010621 GR Decrement 0.9;XPAR;;;15.725;;15.77;;15.77033036;;;;;;;FRIX00000573;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.9;1;365;0;
;FRIX00000573;06-05-25;;FRIX00000573;FR;SGCAG;Euronext G Credit Agricole 010621 GR 0.9;XPAR;;;21.38;;21.451;;21.45101436;;;;;;;FRIX00000565;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000565;06-05-25;;FRIX00000565;FR;SGCAP;Euronext G Credit Agricole 010621 PR 0.9;XPAR;;100;16.505;;16.56;;16.56;;1656;;1;EUR;1;;FRIX00000573;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000524;06-05-25;;FRIX00000524;FR;SBBD;Euronext B Bouygues 040521 GR Decrement 1.583;XPAR;;;37.656;;38.328;;38.32832405;;;;;;;FRIX00000516;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.583;1;365;0;
;FRIX00000516;06-05-25;;FRIX00000516;FR;SBBG;Euronext B Bouygues 040521 GR 1.583;XPAR;;;46.082;;46.92;;46.92015521;;;;;;;FRIX00000508;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000508;06-05-25;;FRIX00000508;FR;SBBP;Euronext B Bouygues 040521 PR 1.583;XPAR;;100;39.04;;37.75;;37.75;;3775;;1;EUR;1;;FRIX00000516;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000490;06-05-25;;FRIX00000490;FR;SBO1D;Euronext B Orange 131221 GR Decrement 0.65;XPAR;;;12.52;;12.539;;12.53940134;;;;;;;FRIX00000482;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.65;1;365;0;
;FRIX00000482;06-05-25;;FRIX00000482;FR;SBO1G;Euronext B Orange 131221 GR 0.65;XPAR;;;15.471;;15.502;;15.5015775;;;;;;;FRIX00000474;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000474;06-05-25;;FRIX00000474;FR;SBO1P;Euronext B Orange 131221 PR 0.65;XPAR;;100;12.675;;12.7;;12.7;;1270;;1;EUR;1;;FRIX00000482;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000466;06-05-25;;FRIX00000466;FR;SBEND;Euronext B Engie 240521 GR Decrement 0 71;XPAR;;;20.732;;20.761;;20.76093819;;;;;;;FRIX00000458;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.71;1;365;0;
;FRIX00000458;06-05-25;;FRIX00000458;FR;SBENG;Euronext B Engie 240521 GR 0 71;XPAR;;;25.308;;25.35;;25.3497468;;;;;;;FRIX00000441;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000441;06-05-25;;FRIX00000441;FR;SBENP;Euronext B Engie 240521 PR 0.71;XPAR;;100;18.115;;18.145;;18.145;;1814.5;;1;EUR;1;;FRIX00000458;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000409;06-05-25;;FRIX00000409;FR;SG01D;Euronext G Orange 131221 GR Decrement 0.7;XPAR;;;12.293;;12.312;;12.3115416;;;;;;;FRIX00000391;;;;;;ECB;TR4 Dividend Return;Indices;Points;0.7;1;365;0;
;FRIX00000391;06-05-25;;FRIX00000391;FR;SG01G;Euronext G Orange 131221 GR 0.7;XPAR;;;15.471;;15.502;;15.5015775;;;;;;;FRIX00000383;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000383;06-05-25;;FRIX00000383;FR;SG01P;Euronext G Orange 131221 PR 0.7;XPAR;;100;12.675;;12.7;;12.7;;1270;;1;EUR;1;;FRIX00000391;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000375;06-05-25;;FRIX00000375;FR;SCS1D;Euronext C Sanofi 151221 GR D 3 27;XPAR;;;97.755;;95.811;;95.81140822;;;;;;;FRIX00000367;;;;;;ECB;TR4 Dividend Return;Indices;Points;3.27;1;365;0;
;FRIX00000367;06-05-25;;FRIX00000367;FR;SCS1G;Euronext C Sanofi 151221 GR 3 27;XPAR;;;109.955;;107.799;;107.7985416;;;;;;;FRIX00000359;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000359;06-05-25;;FRIX00000359;FR;SCS1P;Euronext C Sanofi 151221 PR 3 27;XPAR;;99.44609397;98.465;;96.535;;96.53471159;;9600;;1;EUR;1;;FRIX00000367;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000342;06-05-25;;FRIX00000342;FR;SGSGD;EN G Societe Generale 261021 GR D 1 80;XPAR;;;42.372;;42.348;;42.34820637;;;;;;;FRIX00000334;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.8;1;365;0;
;FRIX00000334;06-05-25;;FRIX00000334;FR;SGSGG;EN G Societe Generale 261021 GR 1 80;XPAR;;;55.095;;55.083;;55.08318924;;;;;;;FRIX00000326;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000326;06-05-25;;FRIX00000326;FR;SGSGP;EN G Societe Generale 261021 PR 1 80;XPAR;;100;46.46;;46.45;;46.45;;4645;;1;EUR;1;;FRIX00000334;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000250;06-05-25;;FRIX00000250;FR;SGB1D;Euronext G BNP 261021 GR Decrement 3 3;XPAR;;;76.285;;76.257;;76.25740428;;;;;;;FRIX00000243;;;;;;ECB;TR4 Dividend Return;Indices;Points;3.3;1;365;0;
;FRIX00000243;06-05-25;;FRIX00000243;FR;SGB1G;Euronext G BNP 261021 GR 3 3;XPAR;;;93.175;;93.175;;93.17526337;;;;;;;FRIX00000235;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000235;06-05-25;;FRIX00000235;FR;SGB1P;Euronext G BNP 261021 PR 3 3;XPAR;;100;76.36;;76.36;;76.36;;7636;;1;EUR;1;;FRIX00000243;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000227;06-05-25;;FRIX00000227;FR;SGA1D;Euronext G AXA 261021 GR Decrement 1 5;XPAR;;;42.401;;43.34;;43.33981158;;;;;;;FRIX00000219;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.5;1;365;0;
;FRIX00000219;06-05-25;;FRIX00000219;FR;SGA1G;Euronext G AXA 261021 GR 1 5;XPAR;;;50.895;;52.038;;52.0376229;;;;;;;FRIX00000201;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000201;06-05-25;;FRIX00000201;FR;SGA1P;Euronext G AXA 261021 PR 1 5;XPAR;;100;42.33;;41.13;;41.13;;4113;;1;EUR;1;;FRIX00000219;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000193;06-05-25;;FRIX00000193;NL;EZBDI;Euronext Eurozone Banks Dividend;XAMS;;;20.886;;20.886;;20.88622787;;;;;;;NL0015000AR3;;;0.957541384;;BE0003565737;ECB;TR6 Dividend Point Index;Indices;;;;;0;
;FRIX00000185;06-05-25;;FRIX00000185;FR;SGBD;EN G BOUYGUES 261021 GR Decrement 1 7;XPAR;;;38.142;;38.822;;38.82169016;;;;;;;FRIX00000177;;;;;;ECB;TR4 Dividend Return;Indices;Points;1.7;1;365;0;
;FRIX00000177;06-05-25;;FRIX00000177;FR;SGBG;EN G BOUYGUES 261021 GR 1 7;XPAR;;;46.082;;46.92;;46.92015521;;;;;;;FRIX00000169;;;0;;;ECB;TR1;Indices;;;;;0;
;FRIX00000169;06-05-25;;FRIX00000169;FR;SGBP;EN G BOUYGUES 261021 PR 1 7;XPAR;;100;39.04;;37.75;;37.75;;3775;;1;EUR;1;;FRIX00000177;;;;;ECB;EU Price;Indices;;;;;0;
;FRIX00000151;06-05-25;;FRIX00000151;FR;SGT1D;EN G TOTALENERGIES 261021 GR Decr 2 54;XPAR;;;52.964;;52.578;;52.57838061;;;;;;;FRIX00000144;;;;;;ECB;TR4 Dividend Return;Indices;Points;2.54;1;365;0;
;FRIX00000144;06-05-25;;FRIX00000144;FR;SGT1G;EN G TOTALENERGIES 261021 GR 2 54;XPAR;;;62.07;;61.643;;61.64290044;;;;;;;FRIX00000136;;;0;;;ECB;TR1;Indices;;;;;0;
